"","GEO_LEVEL","GEOID","STATEFP","COUNTYFP","COUNTYNS","NAME.x","NAMELSAD","LSAD","CLASSFP","MTFCC","CSAFP","CBSAFP","METDIVFP","FUNCSTAT","ALAND","AWATER","INTPTLAT","INTPTLON","NAME","year","totalpopE","totalpopM","whiteE","whiteM","blackE","blackM","asianE","asianM","indigE","indigM","othraceE","othraceM","multiE","multiM","ltnxE","ltnxM","povrateE","povrateM","cpovrateE","cpovrateM","hhincE","hhincM","hsmoreE","hsmoreM","bamoreE","bamoreM","gradmoreE","gradmoreM","unempE","unempM","hlthinsE","hlthinsM","pubinsE","pubinsM","earnE","earnM","giniE","giniM","vachseE","vachseM","allhseE","allhseM","snapE","snapM","foreignbE","foreignbM","renter30E","renter30M","homeownE","homeownM","vacrateE","vacrateM","perc_snaphseE","perc_snaphseM","perc_forbE","perc_forbM","schlE","schlM","age17E","age17M","age24E","age24M","age64E","age64M","age65E","age65M","hhinc_blackE","hhinc_blackM","hhinc_asianE","hhinc_asianM","hhinc_multiE","hhinc_multiM","hhinc_whiteE","hhinc_whiteM","hhinc_ltnxE","hhinc_ltnxM","disability_numE","disability_numM","fips","lifeexpE","lifeexpM","lifeexp_blackE","lifeexp_blackM","lifeexp_ltnxE","lifeexp_ltnxM","lifeexp_whiteE","lifeexp_whiteM","lifeexp_asianE","lifeexp_asianM","dissim_wb","dissim_wh","inter_bw","inter_hw","iso_b","iso_h","state","locality","county.nice","TRACTCE","BLKGRPCE","blockgroup","count","tractnames","tract","tr","pop"
"55","Block Group","510030111013","51","003",NA,NA,"Block Group 3",NA,NA,"G5030",NA,NA,NA,"S",4691126,17529,"+38.0831342","-078.7121693","Block Group 3, Census Tract 111.01, Albemarle County, Virginia","2021",172,127,100,104.42,0,7.56,0,7.56,0,7.56,0,7.56,0,7.56,0,7.56,NA,NA,NA,NA,60114,13064,95.92,27.91,23.81,34.94,0,8.84,0,19.4,100,7.56,0,7.56,NA,NA,NA,NA,111,106,206,115,0,13,NA,NA,NA,NA,100,90.8,53.9,41.7,0,0.06,NA,NA,NA,NA,11.05,18.94,3.49,13.13,45.35,16.99,31.98,9.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"51","003","Albemarle County","011101","3","3","Albemarle","Crozet-Beaver Creek","011101",NA,"172"
"56","Block Group","510030111021","51","003",NA,NA,"Block Group 1",NA,NA,"G5030",NA,NA,NA,"S",3703614,12072,"+38.0540312","-078.6900868","Block Group 1, Census Tract 111.02, Albemarle County, Virginia","2021",1593,437,97.3,37.21,0,0.82,0,0.82,0,0.82,1.07,1.54,0,0.82,1.63,3.3,NA,NA,NA,NA,111094,67916,93.48,10.88,68.13,17.26,46.13,18.57,0,1.42,99.56,1.99,3.64,3.37,55729,39615,NA,NA,0,13,596,195,15,24,NA,NA,0,11.1,60.7,25.5,0,2.2,2.5,0.04,NA,NA,NA,NA,29.44,5.41,8.91,10.29,53.99,8.03,5.71,3.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"51","003","Albemarle County","011102","1","1","Albemarle","Western Ridge-Westhall","011102",NA,"1593"
"57","Block Group","510030111022","51","003",NA,NA,"Block Group 2",NA,NA,"G5030",NA,NA,NA,"S",2015634,10135,"+38.0669435","-078.6890313","Block Group 2, Census Tract 111.02, Albemarle County, Virginia","2021",1299,306,82.6,14.6,0,1,3.7,4.14,7.78,6.28,0,1,5.93,6.39,0,1,NA,NA,NA,NA,76750,65951,70.23,17.07,58.02,14.94,23.77,10.2,13.92,14.98,100,1,14.93,8.75,NA,NA,NA,NA,0,13,510,107,0,13,NA,NA,0,136.8,96.3,7,0,2.5,0,0.03,NA,NA,NA,NA,20.25,7.05,9.16,7.74,48.5,8.3,20.79,10.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"51","003","Albemarle County","011102","2","2","Albemarle","Western Ridge-Westhall","011102",NA,"1299"
"58","Block Group","510030111031","51","003",NA,NA,"Block Group 1",NA,NA,"G5030",NA,NA,NA,"S",1175140,8563,"+38.0654567","-078.7118389","Block Group 1, Census Tract 111.03, Albemarle County, Virginia","2021",971,298,86.71,19.09,4.94,7.26,2.57,3.62,0,1.34,1.44,2.54,2.99,4.65,1.34,2.23,NA,NA,NA,NA,147404,32685,100,8.51,80.65,13.15,36.75,9.47,0,2.75,100,1.34,3.4,5.83,61587,11377,NA,NA,0,13,325,76,0,13,NA,NA,NA,NA,100,33.1,0,4,0,0.04,NA,NA,NA,NA,36.66,9,0,1.34,38.41,3.84,24.92,8.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"51","003","Albemarle County","011103","1","1","Albemarle","Old Trail","011103",NA,"971"
"59","Block Group","510030111032","51","003",NA,NA,"Block Group 2",NA,NA,"G5030",NA,NA,NA,"S",16262729,155796,"+38.0464870","-078.7091918","Block Group 2, Census Tract 111.03, Albemarle County, Virginia","2021",503,243,94.43,14.64,5.57,9.16,0,2.58,0,2.58,0,2.58,0,2.58,0,2.58,NA,NA,NA,NA,NA,NA,96.46,53.12,40.33,12.1,25.71,13.92,0,10,95.83,5.99,37.18,5.81,NA,NA,NA,NA,33,53,278,95,24,26,NA,NA,57.4,50.7,61.6,16.4,11.9,18.6,8.6,0.09,NA,NA,NA,NA,9.94,7.53,5.77,7.58,46.72,31.52,30.22,4.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"51","003","Albemarle County","011103","2","2","Albemarle","Old Trail","011103",NA,"503"
"60","Block Group","510030111033","51","003",NA,NA,"Block Group 3",NA,NA,"G5030",NA,NA,NA,"S",1058945,23997,"+38.0715916","-078.7166083","Block Group 3, Census Tract 111.03, Albemarle County, Virginia","2021",830,297,90.96,13.97,0.48,0.7,3.49,5.28,0,1.57,0,1.57,1.69,3.2,3.37,6.02,NA,NA,NA,NA,149773,30697,97.95,14.56,72.01,17.63,47.2,19.36,0.81,2.01,95.9,4.52,2.53,3.2,81328,26997,NA,NA,52,61,348,90,0,13,NA,NA,NA,NA,100,41.6,14.9,17.1,0,0.04,NA,NA,NA,NA,32.53,7.99,2.89,4.03,56.87,27.99,7.71,7.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"51","003","Albemarle County","011103","3","3","Albemarle","Old Trail","011103",NA,"830"
"61","Block Group","510030111034","51","003",NA,NA,"Block Group 4",NA,NA,"G5030",NA,NA,NA,"S",962086,5802,"+38.0589927","-078.7171945","Block Group 4, Census Tract 111.03, Albemarle County, Virginia","2021",611,412,99.02,6.7,0,2.13,0.98,1.67,0,2.13,0,2.13,0,2.13,0,2.13,NA,NA,NA,NA,250001,NA,100,73.71,97.06,72.15,81.37,64.07,21.69,28.62,100,2.13,0,2.13,NA,NA,NA,NA,99,99,271,145,59,92,NA,NA,0,92.9,83.7,33.2,36.5,30.9,21.8,0.32,NA,NA,NA,NA,40.75,34.48,9.17,13.05,36.66,33.23,12.11,4.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"51","003","Albemarle County","011103","4","4","Albemarle","Old Trail","011103",NA,"611"
"62","Block Group","510030111035","51","003",NA,NA,"Block Group 5",NA,NA,"G5030",NA,NA,NA,"S",645481,4199,"+38.0586360","-078.7059832","Block Group 5, Census Tract 111.03, Albemarle County, Virginia","2021",858,363,89.16,12.88,0,1.52,7.34,11.96,0,1.52,0,1.52,0,1.52,3.5,5.76,NA,NA,NA,NA,84188,41372,93.24,12.16,70.57,18.78,33.27,17.11,0,3.54,95.1,5.85,4.78,7.46,102731,74457,NA,NA,28,47,418,128,0,13,NA,NA,52.4,40.7,52.6,23.5,6.7,11.1,0,0.03,NA,NA,NA,NA,36.25,9.89,0,1.52,44.41,6.56,19.35,9.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"51","003","Albemarle County","011103","5","5","Albemarle","Old Trail","011103",NA,"858"
"63","Block Group","510030112011","51","003",NA,NA,"Block Group 1",NA,NA,"G5030",NA,NA,NA,"S",56361742,138707,"+38.0744625","-078.7759582","Block Group 1, Census Tract 112.01, Albemarle County, Virginia","2021",986,318,73.83,6.35,12.78,12.74,0,1.32,0,1.32,0,1.32,0,1.32,13.39,14.59,NA,NA,NA,NA,119583,54315,98.67,39.34,48.38,19.63,28.76,4.54,3.1,4.17,94.93,5.72,11.87,8.09,39223,9161,NA,NA,157,107,572,148,0,13,NA,NA,0,40,84.3,12.7,27.4,17.3,0,0.02,NA,NA,NA,NA,23.33,7.18,7.91,4.66,49.19,3.96,15.42,4.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"51","003","Albemarle County","011201","1","1","Albemarle","Yancey Mills, Batesville","011201",NA,"986"
"64","Block Group","510030112012","51","003",NA,NA,"Block Group 2",NA,NA,"G5030",NA,NA,NA,"S",47762161,146927,"+38.0134761","-078.7545513","Block Group 2, Census Tract 112.01, Albemarle County, Virginia","2021",1438,367,97.91,5.83,0,0.9,1.11,1.72,0.28,0.62,0,0.9,0.7,1.17,0,0.9,NA,NA,NA,NA,79850,38299,94.35,10.62,56.86,13.27,26.1,9.85,3.27,3.88,92.49,6.08,18.5,10.35,40496,7594,NA,NA,18,21,583,120,0,13,NA,NA,69.6,26.6,75.6,11,3.1,3.5,0,0.02,NA,NA,NA,NA,20.03,5.98,8.55,7.38,52.5,2.76,12.93,3.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"51","003","Albemarle County","011201","2","2","Albemarle","Yancey Mills, Batesville","011201",NA,"1438"
"65","Block Group","510030112013","51","003",NA,NA,"Block Group 3",NA,NA,"G5030",NA,NA,NA,"S",120109353,227417,"+37.9447140","-078.6990751","Block Group 3, Census Tract 112.01, Albemarle County, Virginia","2021",1714,347,88.04,6.64,5.31,6.45,0.35,0.58,0,0.76,0,0.76,0.99,1.91,5.31,6.86,NA,NA,NA,NA,87578,21117,96.34,9.81,69.59,11.92,27.6,9.33,0,1.33,96.38,3.02,3.5,2.61,43750,12448,NA,NA,134,84,881,149,0,13,NA,NA,36.6,31.1,79.5,10.1,15.2,9.2,0,0.01,NA,NA,NA,NA,24.97,8.99,6.53,3.78,49.24,6.78,16.39,4.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"51","003","Albemarle County","011201","3","3","Albemarle","Yancey Mills, Batesville","011201",NA,"1714"
"66","Block Group","510030112021","51","003",NA,NA,"Block Group 1",NA,NA,"G5030",NA,NA,NA,"S",2063868,912,"+37.9946020","-078.5361216","Block Group 1, Census Tract 112.02, Albemarle County, Virginia","2021",718,228,76.46,15.28,2.51,3.25,7.8,7.84,0,1.81,0,1.81,11,13.48,2.23,2.26,NA,NA,NA,NA,239000,72552,100,12.31,92.97,14.17,63.28,15.46,0,3.98,97.49,3.72,2.37,4.11,153220,22093,NA,NA,35,41,251,61,0,13,NA,NA,NA,NA,100,42.6,13.9,16,0,0.05,NA,NA,NA,NA,44.85,9.12,1.67,2.93,47.63,20.6,5.85,4.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"51","003","Albemarle County","011202","1","1","Albemarle","North Garden","011202",NA,"718"
"67","Block Group","510030112022","51","003",NA,NA,"Block Group 2",NA,NA,"G5030",NA,NA,NA,"S",39304581,104884,"+37.9372834","-078.6565830","Block Group 2, Census Tract 112.02, Albemarle County, Virginia","2021",974,269,89.12,11.11,5.95,5.83,0,1.33,0,1.33,0,1.33,0,1.33,4.93,6.11,NA,NA,NA,NA,98646,29281,78.23,26.54,42.64,9.49,22.66,8.52,5.11,3.84,94.56,4.61,17.97,8.49,56310,9479,NA,NA,48,51,428,91,30,23,NA,NA,23.1,50.3,82.9,14.8,11.2,11.7,7,0.05,NA,NA,NA,NA,18.28,11.22,1.54,2.16,53.18,20.73,24.64,7.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"51","003","Albemarle County","011202","2","2","Albemarle","North Garden","011202",NA,"974"
"68","Block Group","510030112023","51","003",NA,NA,"Block Group 3",NA,NA,"G5030",NA,NA,NA,"S",3631086,12152,"+38.0114093","-078.5351755","Block Group 3, Census Tract 112.02, Albemarle County, Virginia","2021",1071,199,84.03,11.55,2.8,3.79,8.12,5.01,0,1.21,0,1.21,1.12,1.95,3.92,4.14,NA,NA,NA,NA,156071,13844,100,11.78,76.63,12.12,48.04,10.87,1.47,2.19,97.57,2.92,5.04,3.61,78692,7446,NA,NA,0,13,410,63,0,13,NA,NA,0,41.3,84.6,8.6,0,3.2,0,0.03,NA,NA,NA,NA,24.74,7.29,3.73,3.66,54.25,6.37,15.97,5.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"51","003","Albemarle County","011202","3","3","Albemarle","North Garden","011202",NA,"1071"
"69","Block Group","510030112024","51","003",NA,NA,"Block Group 4",NA,NA,"G5030",NA,NA,NA,"S",49764201,201110,"+38.0069719","-078.5950604","Block Group 4, Census Tract 112.02, Albemarle County, Virginia","2021",925,239,99.57,36.31,0,1.41,0,1.41,0,1.41,0,1.41,0,1.41,0.43,0.75,NA,NA,NA,NA,89205,61494,96.69,8.76,69.06,14.95,32.23,11.88,4.78,5.65,90.27,9.79,29.08,12.56,56771,45743,NA,NA,52,53,461,111,13,21,NA,NA,44.9,65,88,15.9,11.3,11.2,2.8,0.05,NA,NA,NA,NA,21.84,8.43,3.03,2.9,45.95,10.4,27.78,5.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"51","003","Albemarle County","011202","4","4","Albemarle","North Garden","011202",NA,"925"
"70","Block Group","510030113011","51","003",NA,NA,"Block Group 1",NA,NA,"G5030",NA,NA,NA,"S",5042857,26218,"+37.9880807","-078.5157133","Block Group 1, Census Tract 113.01, Albemarle County, Virginia","2021",866,311,81.52,18.95,3.12,7.19,9.12,7.89,0,1.5,0,1.5,3.7,4.3,2.54,4.06,NA,NA,NA,NA,131964,63877,98.12,10.35,82.25,15.77,41.47,21.14,0,2.1,98.27,3.51,9.7,9.44,61994,22717,NA,NA,43,69,405,115,0,13,NA,NA,0,200,96.4,39.1,10.6,16.8,0,0.03,NA,NA,NA,NA,25.17,15.47,7.16,6.53,54.16,26.57,12.12,6.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"51","003","Albemarle County","011301","1","1","Albemarle","Monticello, Carters Mountain","011301",NA,"866"
"71","Block Group","510030113012","51","003",NA,NA,"Block Group 2",NA,NA,"G5030",NA,NA,NA,"S",99313137,555283,"+37.8830460","-078.5186514","Block Group 2, Census Tract 113.01, Albemarle County, Virginia","2021",1137,433,68.95,18.31,22.43,21.4,0.09,0.26,0,1.14,0,1.14,0.79,1.64,7.74,9.95,NA,NA,NA,NA,106833,24667,88.07,49.06,46.9,10.08,28.78,13.83,0,1.87,90.33,6.74,6.33,5.05,52685,19898,NA,NA,0,13,436,139,10,21,NA,NA,18.8,32.4,76.8,13,0,3,2.3,0.05,NA,NA,NA,NA,18.65,8.71,4.66,4.7,68.16,34.51,7.21,5.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"51","003","Albemarle County","011301","2","2","Albemarle","Monticello, Carters Mountain","011301",NA,"1137"
"72","Block Group","510030113013","51","003",NA,NA,"Block Group 3",NA,NA,"G5030",NA,NA,NA,"S",80769804,181185,"+37.9333024","-078.4308258","Block Group 3, Census Tract 113.01, Albemarle County, Virginia","2021",1860,506,89.09,12.12,8.44,10.56,1.13,1.69,0,0.7,0,0.7,1.34,2.06,0,0.7,NA,NA,NA,NA,93301,18199,93.46,10.35,35.03,13.71,8.55,5.38,2.49,3.83,91.94,6.79,12.15,6.21,44394,7187,NA,NA,57,70,794,180,0,13,NA,NA,12.5,26.1,83.7,5.7,7.2,8.7,0,0.02,NA,NA,NA,NA,11.02,8.76,3.49,3.06,58.6,22.28,21.34,5.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"51","003","Albemarle County","011301","3","3","Albemarle","Monticello, Carters Mountain","011301",NA,"1860"
"73","Block Group","510030113014","51","003",NA,NA,"Block Group 4",NA,NA,"G5030",NA,NA,NA,"S",22415617,58991,"+37.9500069","-078.5535015","Block Group 4, Census Tract 113.01, Albemarle County, Virginia","2021",576,252,54.69,33.49,10.76,13.8,30.38,32.64,0,2.26,0,2.26,4.17,7.42,0,2.26,NA,NA,NA,NA,81806,37007,84.41,10.93,26.95,14.65,15.81,15.81,0,3.8,96.53,4.61,22.57,11.98,29315,8307,NA,NA,47,73,213,105,17,22,NA,NA,73.3,83.5,81.9,20,22.1,32.5,8,0.1,NA,NA,NA,NA,11.46,7.28,10.59,11.58,53.65,10.64,11.46,6.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"51","003","Albemarle County","011301","4","4","Albemarle","Monticello, Carters Mountain","011301",NA,"576"
"74","Block Group","510030113015","51","003",NA,NA,"Block Group 5",NA,NA,"G5030",NA,NA,NA,"S",53512018,222408,"+37.9647982","-078.4990682","Block Group 5, Census Tract 113.01, Albemarle County, Virginia","2021",884,307,100,49.11,0,1.47,0,1.47,0,1.47,0,1.47,0,1.47,0,1.47,NA,NA,NA,NA,52474,32843,90.72,45.12,42.09,13.63,14.25,11.62,0,2.84,100,1.47,11.2,7.24,31750,14501,NA,NA,42,65,428,120,0,13,NA,NA,7.8,22.3,70.2,6.9,9.8,14.9,0,0.03,NA,NA,NA,NA,7.47,5.81,6,5.84,50.68,8.19,35.86,8.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"51","003","Albemarle County","011301","5","5","Albemarle","Monticello, Carters Mountain","011301",NA,"884"
"75","Block Group","510030113021","51","003",NA,NA,"Block Group 1",NA,NA,"G5030",NA,NA,NA,"S",412042,0,"+38.0141841","-078.5219058","Block Group 1, Census Tract 113.02, Albemarle County, Virginia","2021",834,282,82.37,16.03,3,3.07,7.55,7.87,0,1.56,0,1.56,5.52,4.16,1.56,2.09,NA,NA,NA,NA,50183,12864,100,54.7,54.17,31.75,34.03,7.62,6.6,8.09,88.61,9.64,6.35,7.73,26043,4006,NA,NA,7,11,383,115,55,68,NA,NA,50,16.6,1.6,2.3,1.8,2.8,14.4,0.17,NA,NA,NA,NA,1.92,3.75,29.02,9.74,57.19,5.9,11.87,9.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"51","003","Albemarle County","011302","1","1","Albemarle","Oak Hill, Southwood","011302",NA,"834"
"76","Block Group","510030113022","51","003",NA,NA,"Block Group 2",NA,NA,"G5030",NA,NA,NA,"S",1558922,2562,"+38.0026386","-078.5176421","Block Group 2, Census Tract 113.02, Albemarle County, Virginia","2021",1528,427,28.21,10.86,3.6,4.94,0,0.85,0,0.85,0,0.85,0.59,1.1,67.6,15.97,NA,NA,NA,NA,58942,16748,65.59,12.94,12.51,7.1,3.48,3.42,5.56,7.42,66.56,12.4,32.07,11.08,30897,8484,NA,NA,26,44,455,101,41,48,NA,NA,10.4,16,50.6,23.5,5.7,9.6,9,0.1,NA,NA,NA,NA,32.66,7.51,10.86,4.78,49.54,18.86,6.94,4.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"51","003","Albemarle County","011302","2","2","Albemarle","Oak Hill, Southwood","011302",NA,"1528"
"77","Block Group","510030113023","51","003",NA,NA,"Block Group 3",NA,NA,"G5030",NA,NA,NA,"S",476346,0,"+38.0082529","-078.5144134","Block Group 3, Census Tract 113.02, Albemarle County, Virginia","2021",1242,474,53.06,16.57,9.98,8.7,26.17,23.4,5.8,7.32,0,1.05,0,1.05,4.99,4.44,NA,NA,NA,NA,85677,73961,100,81.46,63.32,54.13,32.92,15.95,1.62,2.61,85.83,11.09,1.53,2.64,34577,13010,NA,NA,0,13,399,154,0,13,NA,NA,39.3,19,0,3.3,0,3.3,0,0.03,NA,NA,NA,NA,5.8,7.4,42.83,9.84,51.37,16.73,0,1.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"51","003","Albemarle County","011302","3","3","Albemarle","Oak Hill, Southwood","011302",NA,"1242"
"78","Block Group","510030113024","51","003",NA,NA,"Block Group 4",NA,NA,"G5030",NA,NA,NA,"S",534821,0,"+38.0075185","-078.5241009","Block Group 4, Census Tract 113.02, Albemarle County, Virginia","2021",1092,300,73.9,4.87,15.38,11.81,1.19,1.99,0,1.19,0,1.19,0.92,1.26,8.61,7.13,NA,NA,NA,NA,114000,46256,98.76,11.82,82.34,15.8,46.14,13.9,6.69,5.48,96.7,4.28,12.45,9.73,57500,13276,NA,NA,50,58,616,124,0,13,NA,NA,11.2,11.2,35.2,9.9,8.1,9.3,0,0.02,NA,NA,NA,NA,13.64,8.26,12.73,7.06,67.86,25.31,2.84,2.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"51","003","Albemarle County","011302","4","4","Albemarle","Oak Hill, Southwood","011302",NA,"1092"
"79","Block Group","510030113031","51","003",NA,NA,"Block Group 1",NA,NA,"G5030",NA,NA,NA,"S",3252344,71764,"+38.0039265","-078.4932395","Block Group 1, Census Tract 113.03, Albemarle County, Virginia","2021",1630,284,61.96,6.33,13.99,8.62,7.79,4.91,0,0.8,3.62,4.87,3.07,2.9,9.57,6.41,NA,NA,NA,NA,66607,25607,95.94,7.08,66.75,8.71,33.97,7.62,0.78,1.25,89.45,6.49,5.34,3.01,40100,9306,NA,NA,26,46,896,155,0,13,NA,NA,51.7,17.9,16,5.6,2.9,5.1,0,0.01,NA,NA,NA,NA,14.42,5.59,8.47,3.74,58.83,2.81,17.36,6.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"51","003","Albemarle County","011303","1","1","Albemarle","Avon Street Ext.-Mill Creek","011303",NA,"1630"
"80","Block Group","510030113032","51","003",NA,NA,"Block Group 2",NA,NA,"G5030",NA,NA,NA,"S",2528561,1575,"+38.0041466","-078.4986392","Block Group 2, Census Tract 113.03, Albemarle County, Virginia","2021",2534,486,74.78,12.01,13.5,5.01,3.16,2.57,0,0.51,0,0.51,2.29,1.72,6.27,4.09,NA,NA,NA,NA,105600,21180,90.27,24.32,59.43,8.56,28.28,7.01,0,1.08,95.46,4.74,3.55,2.22,50678,6570,NA,NA,25,39,857,162,8,12,NA,NA,29.8,27.1,88.7,8.6,2.9,4.5,0.9,0.01,NA,NA,NA,NA,21.94,5.61,5.49,2.33,52.45,13.71,14.48,2.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"51","003","Albemarle County","011303","2","2","Albemarle","Avon Street Ext.-Mill Creek","011303",NA,"2534"
"81","Block Group","510030114001","51","003",NA,NA,"Block Group 1",NA,NA,"G5030",NA,NA,NA,"S",72322834,287007,"+37.8448103","-078.5706926","Block Group 1, Census Tract 114, Albemarle County, Virginia","2021",743,273,56.26,26.82,19.25,12.7,0,1.75,0,1.75,0,1.75,0.67,1.19,23.82,32.49,NA,NA,NA,NA,55862,21688,86.45,7.5,49.91,16.18,10.16,5.1,14.33,16.01,86.27,10.43,31.09,18.26,32805,5670,NA,NA,13,22,309,77,40,41,NA,NA,14.8,46,81.8,10.7,4.2,7,12.9,0.13,NA,NA,NA,NA,18.03,8.61,6.46,4.33,46.43,24.06,27.19,2.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"51","003","Albemarle County","011400","1","1","Albemarle","Southern Albemarle-Scottsville","011400",NA,"743"
"82","Block Group","510030114002","51","003",NA,NA,"Block Group 2",NA,NA,"G5030",NA,NA,NA,"S",12027453,659027,"+37.7903428","-078.5069388","Block Group 2, Census Tract 114, Albemarle County, Virginia","2021",707,203,78.22,29.48,21.36,17.78,0.42,0.84,0,1.84,0,1.84,0,1.84,0,1.84,NA,NA,NA,NA,71429,37969,94.04,35.37,31.59,4.09,11.55,6.34,1.32,1.93,88.26,6.7,24.19,11.43,44853,5611,NA,NA,84,47,420,86,17,13,NA,NA,24.6,15.8,60.1,9.6,20,10.4,4,0.03,NA,NA,NA,NA,21.07,5.6,0.57,1.96,43.56,16.3,31.12,10.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"51","003","Albemarle County","011400","2","2","Albemarle","Southern Albemarle-Scottsville","011400",NA,"707"
